3917
3352
2671
2521
3616
3272
2872
2642
2471
2101
2058
2769
2491
2561
2345
2082
1752
1674
2145
2160
1927
1698
1525
1372
1418
1927
1899
1828
1686
1384
1156
1035
915
776
619
410
425
376
379
495
523
504
495
490
457
459
697
688
775
688
671
579
573
930
867
791
739
673
529
482
688
559
663
549
446
317
239
292
172
57
77
70
62
72
80
124
81
76
67
42
35
49
40
34
34
32
19
35
42
0
0
0
0
0
0
0
0
0
0
0
0
0
